Event ID,Event Date,Start Time,End Time,Event Name,Event Short Name,Event Description,Event Location,Admission,Alternate Event Location
3179,12/29/2015,11:00 AM,4:30 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3181,12/29/2015,6:00 PM,8:00 PM,CDTA Family Skate Night,CDTA Family Skate Night, ,Empire State Plaza Skate Rink,Free with CDTA Employee ID, 
3105,12/25/2015, , ,Holiday,Holiday, ,, , 
3179,12/24/2015,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3178,12/23/2015,12:00 PM,1:00 PM,Ravena Coeymans Selkirk Central School District,Ravena Coeymans Selkirk,Come see the Ravena Coeymans Selkirk Central School District perform!,South End Concourse,Free, 
3155,12/23/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3177,12/22/2015,12:00 PM,1:00 PM,Lansingburgh Jazz Ensemble & Chorus,Lansingburgh Jazz Ensembl,Come see the Lansingburgh Jazz Ensemble & Chorus perform!,South-End Concourse,FREE, 
3179,12/22/2015,11:00 AM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3175,12/21/2015,11:00 AM,12:00 PM,Millbrook Middle School Select Chorus/Millbrook High School Madrigal Choir,Milllbrood MS Chorus,Come see the Millbrook Middle School Select Chorus/Millbrook High School Madrigal Choir perform!,South-End Concourse,FREE, 
3176,12/21/2015,12:15 PM,1:15 PM,Goff Middle School Jazz Band and Chamber Ensembles (East Greenbush CSD),Goff MS Jazz Band,Come see Goff Middle School Jazz Band and Chamber Ensembles (East Greenbush C.S.D),South-End Concourse,FREE, 
3180,12/19/2015,9:00 AM,11:00 AM,Try Hockey for Free,Try Hockey for Free, ,Ice Rink Empire State Plaza,Free- Pre-registration is required., 
3168,12/16/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3155,12/16/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3168,12/15/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3172,12/14/2015,12:00 PM,1:00 PM,Farnsworth Middle School Band and Choir,Farnsworth MS Band,Come see Farns Worth Middle School Band perform!,South-End Concourse,FREE, 
3179,12/14/2015,5:00PM,8:00 PM,Ice Rink Is Closed Due to Weather Conditions,Rink Closed - WEATHER,Due to the warm weather conditions the rink is shut down for the evening.  Please check daily for Closures.  Thank you.,Ice Rink out on the Plaza,FREE, 
3168,12/11/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3168,12/10/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3167,12/10/2015,10:00 am,2:00 pm,Community Holiday Sale,Community Sale,Join us at the Empire State Plaza's Community Holiday Sale!  This 2-day seasonal Holiday Sale will feature not-for-profit organizations.  Come out and support this annual fund-raising event!,South Concourse,Free, 
3155,12/09/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3167,12/09/2015,10:00 am,2:00 pm,Community Holiday Sale,Community Sale,Join us at the Empire State Plaza's Community Holiday Sale!  This 2-day seasonal Holiday Sale will feature not-for-profit organizations.  Come out and support this annual fund-raising event!,South Concourse,Free, 
3170,12/06/2015,10:00 AM,6:00 PM,Great Train Extravaganza 2015,Great Train Extravaganza,Trains  Trains and more Trains.  Come and bring the Family to this Great Train Extravaganza.,Convention Center,FREE, 
3154,12/06/2015,3:00 PM,8:00 PM,Tree Lighting on the Plaza,Tree Lighting,Lights lit up on the Holiday Tree and fireworks in the sky.  Come celebrate the Tree Lightin Ceremony and let the Holidays begin!,Empire State Plaza Outside on the Plaza,Free, 
3151,12/04/2015,11:00 AM,8:00 PM,Ice Rink Opens,Ice Rink Opens, ,Outside on the Plaza,Free Skating and Free Rentals on Friday Rentals $3.00 Kids and $4.00 Adults, 
3171,12/04/2015,12:00 PM,1:00 PM,Albany Community Charter School Band,ACCS Band,Come see the Albany Community Charter School Band perform!,South End Concourse,Free, 
3168,12/04/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3168,12/03/2015,10:00 am,3:00 pm,2015 Santa Sale,Santa Sale,Craft Show of commercial merchandise vendors in a series of special holiday sales at the Empire State Plaza.,South Concourse,Free, 
3166,12/03/2015,10:00 am,2:00 pm,Senior Holiday Sale,Senior Sale,Featuring unique handmade crafts by local area senior citizens.,South Concourse,Free, 
3166,12/02/2015,10:00 am,2:00 pm,Senior Holiday Sale,Senior Sale,Featuring unique handmade crafts by local area senior citizens.,South Concourse,Free, 
3155,12/02/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3106,11/26/2015,1:00 PM,5:00 PM,Happy Thanksgiving,Happy Thanksgiving, ,, , 
3155,11/24/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3162,11/20/2015,5:30 PM,10:30 PM,Beaujolais Nouveau Wine Celebration 2015 - 21st Annual Event,Beaujolais 2015,Wine Celebration 2015,Convention Center at the Empire State Plaza,$85.00 for Standard Ticket See website to register, 
3163,11/18/2015,10:00 AM,2:00 PM,Harvest Festival 2015,Harvest Fest,Commercial and Craft vendors  Food by Mazzone and Music by Wayne Lane.  In conjunction with Farmers Market For more information  please contact Garrett Charland at: (518)408-1811 or E-Mail: Garrett.Charland@ogs.ny.gov,South Concourse Empire State Plaza,Free, 
3155,11/18/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3150,11/11/2015,9:00 AM,5:00 PM,Veterans Day 2015,Veterans Day 2015,Veterans Day is a public holiday that is dedicated to honoring anyone who has served in the United States military. The holiday began as a day to remember the end of World War I and was declared a holiday by President Woodrow Wilson in 1919. Originally known as Armistice Day  the holiday became Veterans Day in 1954,, , 
3155,11/10/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3169,11/08/2015,10:00 AM,5:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3169,11/07/2015,10:00 AM,6:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3169,11/06/2015,4:00 PM,9:00 PM,Ski & Snowboard Expo 2015,Ski & Snowboard Expo 2015,This three day event will take care of any winter blues you may have.  Be the first 400 and get a free ski lift each day.,Convention Center at the Empire State Plaza,FREE, 
3104,11/06/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3104,11/05/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3104,11/04/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3155,11/04/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3104,11/03/2015,10:00 AM,4:00 PM,Helping Through Books and Music,Helping Thru Books,New and used books at huge discount prices. Proceeds raised are donated to the AIDS Council of Northeastern NY to help meet emergency financial needs of their clients.,South Concourse,Free, 
3155,10/28/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3148,10/25/2015,12:00 PM,5:00 PM,44th Annual Festival of Nations,44th Fest of Nations, ,Empire State Plaza Convention Center,Adults $5.00 and Children (3-12) $2.00, 
3158,10/22/2015,10:00 AM,2:00 PM,Mystic Fair 2015,Mystic Fair 2015,This annual  and greatly anticipated  two day event offers providers of holistic goods and services an opportunity to display  sample and sell at the Empire State Plaza.  Come see the Astrologists  Psychics; along with  many mind  body and Spirit items and services.  All waiting for you to come join the fun and festivities.,Empire State Plaza - Southern Concourse,FREE, 
3158,10/21/2015,10:00 AM,2:00 PM,Mystic Fair 2015,Mystic Fair 2015,This annual  and greatly anticipated  two day event offers providers of holistic goods and services an opportunity to display  sample and sell at the Empire State Plaza.  Come see the Astrologists  Psychics; along with  many mind  body and Spirit items and services.  All waiting for you to come join the fun and festivities.,Empire State Plaza - Southern Concourse,FREE, 
3155,10/21/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3155,10/14/2015,10:00 AM,2:00 PM,Winter Farmer's Market 2015-16,Winter Farmer's Mrkt,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants  bread and so much more.  High quality  low prices - makes this the perfect farmer to consumer place to shop!,South Concourse Empire State Plaza,Free, 
3149,10/12/2015,9:00 AM,5:00 PM,Columbus Day,Columbus Day,Columbus Day  which is on the second Monday of October  remembers Christopher Columbus' arrival to the Americas on October 12  1492.,, , 
3096,10/09/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3097,10/08/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3096,10/07/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3153,10/07/2015,10:00 AM,2:00 PM,Italia Fest,Italia Fest,"Come celebrate the second annual Italia Fest!  This will be an inside event in the Southern end of the Concourse.  Come listen to traditional music by Ed ""the Human Jukebox"" Clifford and enjoy event-inspired foods and beverages by Mazzone Hospitality.  Various ""Italian"" craft  vendors will be joining us  and this event will coincide with the outdoor farmers market.",Empire State Plaza - South Concourse,Free, 
3157,10/06/2015,11:00 AM,12:00 PM,NYS Division of Homeland Security & Emergency Services,Firefighters Memorial, ,Empire State Plaza,FREE, 
3160,10/03/2015,7:00 AM,2:00 PM,2015 - 21st Annual Race for the Cure,Race for the Cure, ,Empire State Plaza - South Concourse Registration and Start,Registration with run, 
3156,10/02/2015,7:30 AM,8:00 PM,Minority and Women-Owned Business Enterprise Conference 2015,MWBE Conference, ,Empire State Plaza Convention Center,FREE, 
3096,10/02/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3097,10/01/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3156,10/01/2015,7:30 AM,5:30 PM,Minority and Women-Owned Business Enterprise Conference 2015,MWBE Conference, ,Empire State Plaza Convention Center,FREE, 
3096,09/30/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3096,09/25/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3097,09/24/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3099,08/26/2015,10:00 AM,2:00 PM,Art on the Plaza 2015,Art on the Plaza,One day to see and buy drawings  paintings  pastels  oils  photgraphy and pottery.  These are all original art and handmade crafts.  Something for everyone to appreciate!,Outdoors on the Plaza, , 
3096,09/23/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3152,09/23/2015,10:00 AM,2:00 PM,Oktoberfest 2015,Oktoberfest 2015,"Come celebrate a German tradition with crafts  food and beverage.  Bring a friend and enjoy the afternoon ""German-style""!  The Oktoberfest is known as the largest Volksfest (People's Fair) in the World.  Ours is slightly smaller in size but the ""fun and food"" are just as good.  There will also be music provided by Herb Liebenhagen.",Empire State Plaza - Southend of the Concourse,Free, 
3144,09/19/2015,10:00 AM,3:00 PM,Back to School Expo,Back to School Expo, Join us at the Convention Center at the Empire State Plaza on September 19  2015 for the areas largest back to school exposition. From 10am to 3pm thousands of families will come together to enjoy ongoing entertainment  hands on science and engineering experiments  exhibitions  give-aways  celebrity appearances and much more!,Convention Center at the Empire State Plaza,$7.00 online or $8.00 at the door.  Kids 2 and under are Free, 
3096,09/18/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3097,09/17/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3132,09/16/2015,12:00 PM,8:00 PM,Empire State Plaza 50th Anniversary,Empire State Plaza 50th,"In June 1965 the cornerstone was laid for what would become The Governor Nelson A. Rockefeller Empire State Plaza. Marketed at the time as a ""Design for the Future""  the Plaza exists today as an icon of 20th century modernist architecture. This event commemorates the 50th anniversary of the Empire State Plaza and celebrates the story of how the center of New Yorks capital city became a public space where government  culture  and community converge.",Empire State Plaza  Albany,FREE, 
3096,09/16/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3131,09/12/2015,5:00 PM,10:00 PM,Hispanic Heritage Celebration Presented by SONYMA,Hispanic Heritage,"Celebrate Hispanic Heritage Month with this this tribute to Latin culture. Rich in tradition  the Hispanic community comes together in the Empire State Plaza Convention Center for a colorful pageantry of live music  dance  food  and family friendly activities. Alex Matos is known as the Dominican who came to put the world in Salsa. A performer of Salsa and pop ballads  he won the Casandra Award of the Dominican Republic in 2014 as ""Salsero of the Year"".5:00pm     DJ Boy Boy5:45pm     MW7:15pm     George Lamond8:45pm     Alex Matos",Empire State Plaza  Albany,FREE, 
3096,09/11/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3087,09/10/2015,10:00 AM,2:00 PM,Summer Sale at the Harriman State Campus,Harriman Summer Sale,These annual  multi-day  seasonal sales offer a variety of vendors and crafters for you to sample and buy goods from at the Harriman Campus.  Be a part of this Summer Sale along with 8 000 state employees on their lunch break.  Come out and see what everyone is talking about.  To be a vendor email  -  garrett.charland@ogs.ny.gov,W. Averell Harriman State Office Building Campus, , 
3097,09/10/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3099,09/09/2015,10:00 AM,2:00 PM,Art on the Plaza 2015,Art on the Plaza,One day to see and buy drawings  paintings  pastels  oils  photgraphy and pottery.  These are all original art and handmade crafts.  Something for everyone to appreciate!,Outdoors on the Plaza, , 
3098,06/17/2015,10:00 AM,2:00 PM,Summer Craft Show in the Concourse 2015,Summer Craft Show,Come to an indoor craft market with handmade and commercial products  fine arts and crafts  clothing and accessories  books  general merchandise and so much more.  There is something for everyone!,South Concourse at the Empire State Plaza,Free, 
3096,09/09/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3141,09/07/2015,7:00 AM,10:00 PM,Holiday - Labor Day 2015,Labor Day 2015,Labor Day is the first Monday of September. This federal holiday honors the nation's working people  typically with parades. For most Americans it marks the end of the summer vacation season and the start of the school year.,, , 
3140,09/04/2015,1:15 PM,2:00 PM,Empire State Plaza at 50 Tour @ 1:15 PM,PLAZA 50TH TOURS,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).Type this link in your browser for more information  https://www.ny.gov/programs/empire-state-plaza-50,Tour begins at Plaza Visitor Center,FREE, 
3139,09/04/2015,11:15 AM,12:00 PM,Empire State Plaza at 50 Tour @11:15 AM,Plaza 50th Tours,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).  For more information paste the link below into your browser.https://www.ny.gov/programs/empire-state-plaza-50,Starts at the Plaza Visitor Center,FREE, 
3096,09/04/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3139,09/03/2015,11:15 AM,12:00 PM,Empire State Plaza at 50 Tour @11:15 AM,Plaza 50th Tours,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).  For more information paste the link below into your browser.https://www.ny.gov/programs/empire-state-plaza-50,Starts at the Plaza Visitor Center,FREE, 
3097,09/03/2015,10:00 AM,2:00 PM,Farmer's Market at the Harriman Campus,Harriman Farmer's Market,Come to the Harriman Campus Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Harriman Campus From I-90 West  Exit 3  Building 3 (Next to Ualbany),Free, 
3140,09/03/2015,1:15 PM,2:00 PM,Empire State Plaza at 50 Tour @ 1:15 PM,PLAZA 50TH TOURS,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).Type this link in your browser for more information  https://www.ny.gov/programs/empire-state-plaza-50,Tour begins at Plaza Visitor Center,FREE, 
3147,09/03/2015,11:00 AM,2:30 PM,State Police Graduation,State Police Graduation,Nearly 200 new Troopers will be honored for their perseverance and dedication in completing the 203rd session of the Basic School of the New York State Police Academy during graduation exercises at the Empire State Plaza.,Convention Center Empire State Plaza, , 
3140,09/02/2015,1:15 PM,2:00 PM,Empire State Plaza at 50 Tour @ 1:15 PM,PLAZA 50TH TOURS,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).Type this link in your browser for more information  https://www.ny.gov/programs/empire-state-plaza-50,Tour begins at Plaza Visitor Center,FREE, 
3139,09/02/2015,11:15 AM,12:00 PM,Empire State Plaza at 50 Tour @11:15 AM,Plaza 50th Tours,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).  For more information paste the link below into your browser.https://www.ny.gov/programs/empire-state-plaza-50,Starts at the Plaza Visitor Center,FREE, 
3096,09/02/2015,10:00 AM,2:00 PM,Empire State Plaza Summer Farmer's Market,ESP Farmer's Market,Come to the Empire State Plaza Farmer's Market.  A NYS grower/producer only market.  We put the Fresh in freshest  so come and treat yourself to great fruits  vegetables  meats  beverages  plants and flowers.  High quality  low prices - makes this the perfect farmer to consumer place to shop!  This Farmer's Market is proudly presented by Green Mountain Energy.,Outside On the Plaza,Free, 
3139,09/01/2015,11:15 AM,12:00 PM,Empire State Plaza at 50 Tour @11:15 AM,Plaza 50th Tours,Become better acquainted with the Empire State Plaza and learn first-hand how government and culture are housed within its Modern architecture. The tour includes a look at the Plazas memorials  The Egg  and the Empire State Plaza Art Collection. (Tour begins at Plaza Visitor Center).  For more information paste the link below into your browser.https://www.ny.gov/programs/empire-state-plaza-50,Starts at the Plaza Visitor Center,FREE, 
